year,region_name,state_name,municipio_cod,latitude,longitude,yield_kg_ha,production_1000t,area_planted_1000ha
2020,Macarani - BA,BA,2919702,-15.5646,-40.4209,835.0,0.071,0.085
2020,Macaúbas - BA,BA,2919801,-13.0186,-42.6945,1000.0,0.002,0.002
2020,Macururé - BA,BA,2919900,-9.16226,-39.0518,0.0,0.0,0.0
2020,Madre de Deus - BA,BA,2919926,-12.7446,-38.6153,0.0,0.0,0.0
2020,Maetinga - BA,BA,2919959,-14.6623,-41.4915,0.0,0.0,0.0
2020,Maiquinique - BA,BA,2920007,-15.624,-40.2587,0.0,0.0,0.0
2020,Mairi - BA,BA,2920106,-11.7107,-40.1437,0.0,0.0,0.0
2020,Malhada - BA,BA,2920205,-14.3371,-43.7686,0.0,0.0,0.0
2020,Malhada de Pedras - BA,BA,2920304,-14.3847,-41.8842,0.0,0.0,0.0
2020,Manoel Vitorino - BA,BA,2920403,-14.1476,-40.2399,0.0,0.0,0.0
2020,Mansidão - BA,BA,2920452,-10.7227,-44.0428,0.0,0.0,0.0
2020,Maracás - BA,BA,2920502,-13.4355,-40.4323,763.0,0.244,0.32
2020,Maragogipe - BA,BA,2920601,-12.776,-38.9175,0.0,0.0,0.0
2020,Maraú - BA,BA,2920700,-14.1035,-39.0137,2087.0,0.24,0.115
2020,Marcionílio Souza - BA,BA,2920809,-13.0064,-40.5295,0.0,0.0,0.0
2020,Mascote - BA,BA,2920908,-15.5542,-39.3016,1615.0,0.42,0.26
2020,Mata de São João - BA,BA,2921005,-12.5307,-38.3009,0.0,0.0,0.0
2020,Matina - BA,BA,2921054,-13.9109,-42.8439,0.0,0.0,0.0
2020,Medeiros Neto - BA,BA,2921104,-17.3707,-40.2238,2000.0,0.18,0.09
2020,Miguel Calmon - BA,BA,2921203,-11.4299,-40.6031,833.0,0.125,0.15
2020,Milagres - BA,BA,2921302,-12.8646,-39.8611,0.0,0.0,0.0
2020,Mirangaba - BA,BA,2921401,-10.961,-40.574,0.0,0.0,0.0
2020,Mirante - BA,BA,2921450,-14.2385,-40.7718,0.0,0.0,0.0
2020,Monte Santo - BA,BA,2921500,-10.4374,-39.3321,0.0,0.0,0.0
2020,Morpará - BA,BA,2921609,-11.5569,-43.2766,0.0,0.0,0.0
2020,Morro do Chapéu - BA,BA,2921708,-11.5488,-41.1565,1000.0,0.45,0.45
2020,Mortugaba - BA,BA,2921807,-15.0225,-42.3727,533.0,0.008,0.015
2020,Mucugê - BA,BA,2921906,-13.0053,-41.3703,2900.0,4.176,1.44
2020,Mucuri - BA,BA,2922003,-18.0754,-39.5565,2808.0,1.46,0.52
2020,Mulungu do Morro - BA,BA,2922052,-11.9648,-41.6374,900.0,0.9,1.0
2020,Mundo Novo - BA,BA,2922102,-11.8541,-40.4714,1220.0,0.061,0.05
2020,Muniz Ferreira - BA,BA,2922201,-13.0092,-39.1092,0.0,0.0,0.0
2020,Muquém do São Francisco - BA,BA,2922250,-12.065,-43.5497,0.0,0.0,0.0
2020,Muritiba - BA,BA,2922300,-12.6329,-38.9921,0.0,0.0,0.0
2020,Mutuípe - BA,BA,2922409,-13.2284,-39.5044,1000.0,0.02,0.02
2020,Nazaré - BA,BA,2922508,-13.0235,-39.0108,0.0,0.0,0.0
2020,Nilo Peçanha - BA,BA,2922607,-13.604,-39.1091,0.0,0.0,0.0
2020,Nordestina - BA,BA,2922656,-10.8192,-39.4297,0.0,0.0,0.0
2020,Nova Canaã - BA,BA,2922706,-14.7912,-40.1458,1085.0,0.738,0.68
2020,Nova Fátima - BA,BA,2922730,-11.6031,-39.6302,0.0,0.0,0.0
2020,Nova Ibiá - BA,BA,2922755,-13.812,-39.6182,800.0,0.016,0.02
2020,Nova Itarana - BA,BA,2922805,-13.0241,-40.0653,719.0,0.205,0.285
2020,Nova Redenção - BA,BA,2922854,-12.815,-41.0748,0.0,0.0,0.0
2020,Nova Soure - BA,BA,2922904,-11.2329,-38.4871,0.0,0.0,0.0
2020,Nova Viçosa - BA,BA,2923001,-17.8926,-39.3743,2571.0,0.9,0.35
2020,Novo Horizonte - BA,BA,2923035,-12.8083,-42.1682,0.0,0.0,0.0
2020,Novo Triunfo - BA,BA,2923050,-10.3182,-38.4014,0.0,0.0,0.0
2020,Olindina - BA,BA,2923100,-11.3497,-38.3379,0.0,0.0,0.0
2020,Oliveira dos Brejinhos - BA,BA,2923209,-12.3132,-42.8969,0.0,0.0,0.0
2020,Ouriçangas - BA,BA,2923308,-12.0175,-38.6166,0.0,0.0,0.0
2020,Ourolândia - BA,BA,2923357,-10.9578,-41.0756,0.0,0.0,0.0
2020,Palmas de Monte Alto - BA,BA,2923407,-14.2676,-43.1609,0.0,0.0,0.0
2020,Palmeiras - BA,BA,2923506,-12.5059,-41.5809,250.0,0.002,0.008
2020,Paramirim - BA,BA,2923605,-13.4388,-42.2395,0.0,0.0,0.0
2020,Paratinga - BA,BA,2923704,-12.687,-43.1798,0.0,0.0,0.0
2020,Paripiranga - BA,BA,2923803,-10.6859,-37.8626,0.0,0.0,0.0
2020,Pau Brasil - BA,BA,2923902,-15.4572,-39.6458,1956.0,0.088,0.045
2020,Paulo Afonso - BA,BA,2924009,-9.3983,-38.2216,0.0,0.0,0.0
2020,Pedro Alexandre - BA,BA,2924207,-10.012,-37.8932,0.0,0.0,0.0
2020,Pedrão - BA,BA,2924108,-12.1491,-38.6487,0.0,0.0,0.0
2020,Piatã - BA,BA,2924306,-13.1465,-41.7702,1250.0,1.3,1.04
2020,Pilão Arcado - BA,BA,2924405,-10.0051,-42.4936,0.0,0.0,0.0
2020,Pindaí - BA,BA,2924504,-14.4921,-42.686,0.0,0.0,0.0
2020,Pindobaçu - BA,BA,2924603,-10.7433,-40.3675,0.0,0.0,0.0
2020,Pintadas - BA,BA,2924652,-11.8117,-39.9009,0.0,0.0,0.0
2020,Piraí do Norte - BA,BA,2924678,-13.759,-39.3836,0.0,0.0,0.0
2020,Piripá - BA,BA,2924702,-14.9444,-41.7168,0.0,0.0,0.0
2020,Piritiba - BA,BA,2924801,-11.73,-40.5587,0.0,0.0,0.0
2020,Planaltino - BA,BA,2924900,-13.2618,-40.3695,900.0,0.045,0.05
2020,Planalto - BA,BA,2925006,-14.6654,-40.4718,1311.0,2.95,2.25
2020,Pojuca - BA,BA,2925204,-12.4303,-38.3374,0.0,0.0,0.0
2020,Ponto Novo - BA,BA,2925253,-10.8653,-40.1311,0.0,0.0,0.0
2020,Porto Seguro - BA,BA,2925303,-16.4435,-39.0643,3200.0,14.4,4.5
2020,Potiraguá - BA,BA,2925402,-15.5943,-39.8638,0.0,0.0,0.0
2020,Poções - BA,BA,2925105,-14.5234,-40.3634,1122.0,0.875,0.78
2020,Prado - BA,BA,2925501,-17.3364,-39.2227,3633.0,21.8,6.0
2020,Presidente Dutra - BA,BA,2925600,-11.2923,-41.9843,0.0,0.0,0.0
